Comment,Sentiment,Like,Haha,Angry,Love,Care,Sad,Wow
তুমি না খেললে সমস্যা নাই আমাদের এখন ইয়াসির আলি আছে,Negative,335,7700,22,24,10,2,25
প্রধান মন্ত্রীর আপ্পায়ন লাগবে মনে হয়,Neutral,354,7700,8,13,11,1,13
হায় হায় রে ‍️‍️‍️,Negative,13,25,0,0,0,0,1
সাকিব শুধু বাংলাদেশের না এশিয়া মহাদেশের শ্রেষ্ঠ ব্যাটার প্রথম সারির একজন ব্যাটসম্যান,Positive,382,1000,4,203,30,0,10
তাইলে আমি খেলমু‍️,Positive,70,702,4,1,2,1,1
হার্ট এর সমস্যা আমার ভাই হেয়ালি না করে দ্রুত জানান,Negative,245,3200,5,11,6,25,12
যেমন কুমিল্লা মানেই রক ঠিক তেমনি সাকিব আল হাসান মানেই রক,Positive,76,247,2,29,8,1,1
আমরা বসে সবাই কান্নাকাটি করছি,Negative,33,171,0,0,0,3,1
আপনার পরিবর্তে বাংলাদেশ টিমের জন্য আমি খেলতে চাই,Positive,19,107,0,1,1,0,0
আপনার হয়ে আমি খেলে দেই??,Positive,29,369,2,2,1,0,3
ভাই আপনি আর না খেললে তো প্রোডাকশন থেমে যাবে,Positive,18,44,0,1,1,0,0
হতাশ,Negative,13,28,0,0,0,0,0
আমিও আর খেলবোনা,Positive,31,84,1,0,0,0,1
জলদি জানান ভাই অপেক্ষায় আছি ️,Positive,31,66,1,1,1,0,0
টামেম্বাই আছে,Positive,20,54,8,2,0,0,0
ভাই বিষয়টা বুঝলাম না,Neutral,45,65,2,0,0,0,0
তোমাকে বাংলাদেশের দরকারও নায়,Negative,147,282,512,24,7,1,4
নিউজটা দেখে আমার অল্পের জন্য স্টক হয়নাই,Negative,19,71,0,0,1,3,2
ভাই কি হইলো এডা,Neutral,34,42,2,1,0,10,1
নগদ এর হয়ে আমরা এক সাথে খেলবো ইনশাআল্লাহ,Positive,22,3,0,10,2,0,1
ভাই তুমি না খেল্লে বাংলাদেশের ক্রিকেট খেলাই বন্ধ করে দিবদরকার হলে পাপন কাক্কু কে বাদ দিয়ে দিবতোমার খেলতেই হবে,Positive,4,22,0,0,1,0,0
কাহিনি কি ভাই খুলে বলেন,Neutral,13,28,0,1,0,0,1
ক্যাপ্টেন শিশির ভাবি,Positive,16,22,5,0,2,0,0
এ সব কি ভাই,Neutral,24,13,0,0,0,0,0
কথাটা মাথার উপর দিয়ে গেলো,Neutral,44,127,1,2,2,0,0
কাকা মাসুদ তুমি আর ভালো হইলা না,Negative,1,9,0,0,0,0,0
প্রমোশন,Negative,62,195,0,0,0,0,0
আপনি একজন মাস্টারমাইন্ড স্যালুট সবসময়️,Positive,12,3,0,18,4,0,1
ভাই কি ডং করেন,Positive,20,75,0,1,1,0,0
আসলেই বিষয়টা কোনটাই বুঝলাম না কেউ কি বুঝিয়ে দেবেন,Neutral,6,4,0,1,0,0,0
ব্যাপারটা চিন্তার বিষয়,Negative,17,10,0,1,0,0,0
সব নাটক,Negative,7,1,0,0,0,0,0
আপনাকে উগান্ডা টিমের জন্য প্রস্তুত করতাছি ভাইকারন আপনি উগান্ডা দলে থাকলে তারাও একদিন বিশ্বকাপ খেলতে পারবে,Positive,9,11,0,0,0,0,0
কিসের প্রমোশন ভাই,Neutral,15,15,0,2,0,0,0
এটা কোনো কোম্পানির এড হতে পারে,Neutral,6,16,0,0,0,0,0
আমাদের দেশ এমন এক দেশ আপনি যতই ভালো করেন আপনার যর্থাথ মূল্যায়ন করবে না এই দেশের বেশির ভাগ মানুষ আবেগ দিয়ে মূল্যায়ন করে,Positive,7,1,0,6,0,0,0
আচ্ছা ভাই জানানঅপেক্ষায়,Neutral,7,2,0,0,0,0,0
প্রথমে ৬৭ সেমি ছিল এখন ৭৫ হইছে ভবিষ্যতে ৭৮ হবে 🫣,Positive,22,124,0,0,0,0,1
খুব সুন্দর,Positive,8,0,0,6,0,0,0
এশিয়া কাপে ভালো কিছু আশা করবো আপনাদের থেকে,Positive,27,0,0,6,0,0,0
আমি আপনাকে সাকিব ফাউন্ডেশনের জন্য পছন্দ করি,Positive,35,1,0,15,0,0,0
আমার ফোনে নাম্বার তিন টা সিম শেষ নাম্বার ৬৭/৭৮/৭৫,Neutral,15,26,0,1,0,1,0
সাকিব আল হাসান অধিনায়ক হিসেবে সেরা তার মতো একজন মেধাবী খেলোয়াড় পেয়ে আমরা গর্বিত,Positive,25,22,0,19,0,0,0
বাংলার সেরা নায়ক ️,Positive,21,3,1,11,0,0,0
মাশাআল্লাহ ভাই,Positive,10,0,0,2,0,0,0
প্রিয় ভাই,Positive,11,0,0,3,0,0,0
বস,Positive,12,0,0,0,0,0,0
ক্লাস ওয়ান এর বাংলা গণিত আর ইংরেজির বার্ষিক পরীক্ষার নাম্বার,Positive,3,3,0,1,0,0,0
সাকিব ভালো হয়ে যাও,Negative,7,0,0,1,0,0,1
ব্যান্ড️‍,Positive,8,0,0,2,0,0,0
"দ্রব্যমূল্যের ঊর্ধ্বগতির কারণে দোকানে অনেক বাকি হয়ে গেছে
কোন দোকানদার কত টাকা পাবে সেটাই লিখে রেখেছে",Positive,9,235,0,2,0,0,0
75 ছাড়া জমে নাহ,Positive,7,0,0,3,0,0,0
সাকিব বলতেই ৭৫ ️,Positive,3,0,0,0,0,0,0
ভাই আমার ️,Positive,1,0,0,0,0,0,0
কি শুরু করলেন বস,Positive,0,0,0,0,0,0,0
‘৬৭ নম্বরটি হলো অপ্যু মোবাইলের চার্জারের ওয়াট আর ৭৮ হচ্ছে ফোনের মডেল,Positive,2,6,0,1,0,0,3
৬৭/৭৫/৭৮ এই তিনটা শোরুম উদ্বোধন করা লাগবে এশিয়া কাপ প্রথম ম্যাচ শুরু হওয়ার ঠিক আধা ঘন্টা আগে,Positive,0,0,0,0,0,0,0
বাংলাদেশের প্রাণ বাংলাদেশের জান সাকিব আল হাসান,Positive,2,0,0,1,0,0,0
এইগুলা সুধু সাকিবের ৭৫ দিয়ে অপ্পোর ৬৭ আর ৭৮ এর প্রোমোশন,Positive,0,0,0,0,0,0,0
এশিয়া কাপে এই স্কোর এর রান গুলা করতে চাও আপনার মন,Positive,3,0,0,0,0,0,0
কাল পরশু আপনি ই জানাবেন,Positive,0,1,0,0,0,0,0
দাদো,Positive,0,0,0,0,0,0,0
বস আল হাসান,Positive,0,0,0,0,0,0,0
বাংলাদেশের ক্রিকেটের রত্ন ️,Positive,0,0,0,0,0,0,0
আমার ফেসবুকের প্রথম পাসওয়ার্ড,Positive,0,0,0,0,0,0,0
কোন কোম্পানির এডভেটাইছ এইটা🫤,Neutral,0,0,0,0,0,0,0
সাকিব মানে একটা ব্রেন্ড,Positive,0,0,0,0,0,0,0
ভাই আমাদের মাগুরার জন্য কিছু করলে না,Negative,1,0,0,0,0,0,0
টাকা ইই সব,Negative,0,0,0,0,0,0,0
আমাদের লিজেন্ড,Positive,0,0,0,0,0,0,0
সময় হলে ঠিকই জানবো এই ছবির কাহিনী কি,Neutral,0,0,0,0,0,0,0
"ভাই এ মনে হয় এই জার্সি পরার কারনে অনেক টাকা পাইছে 
হাইসো কর ভাই সাকিব টাকার কারণে সব করতে পারে",Negative,0,0,0,0,0,0,0
এবার বুচ্ছি কে খেলবে,Positive,0,0,0,0,0,0,0
বিজনেস ম্যানের হিসাব কিতাব,Positive,1,2,0,1,0,0,0
বাংলাদেশের সবচেয়ে বড় সেলিব্রিটি Shakib Al Hasan ১৬ মিলিয়ন ফলোয়ার,Positive,0,0,0,0,0,0,0
বাংলাদেশের জান বাংলাদেশের প্রাণ Shakib Al Hasan ভাই,Positive,0,0,0,1,0,0,0
আমার মাগুরার গর্ব,Positive,3,0,0,1,0,0,0
এই লোকটারে অনেক অহংকারী মনে হয়,Negative,0,0,0,0,0,0,0
দোয়া ও শুভকামনা রইল ভাইয়া,Positive,6,0,0,2,0,0,0
অসাধারণ,Positive,0,0,0,0,0,0,0
বিজ্ঞাপনের শুটিংয়ের জন্য,Neutral,3,0,0,1,0,0,0
আপনার খেলা যতোই দেখি ততই মুগ্ধ হয়ে তাকিয়ে থাকি আশা করি সামনে আরো ভালো কিছু করবেন এশিয়া কাপে,Positive,1,0,0,1,0,0,0
কেনার সামর্থ্য নাই সাকিব ভাই একটা গিফট করবা ফোন,Positive,0,0,0,0,0,0,0
আমাদের গর্ব করার মতো ওই একজন সাকিবই আছে,Positive,0,0,0,0,0,0,0
৬৭ মাত্র একটা সংখ্যা ৭৫ একটা অনুভূতি ভালোবাসা আবেগের নাম🇧🇩🫶️,Positive,0,0,0,0,0,0,0
আমি জানি এই নাম্বার গুলা কি️ কিন্তু কইতাম না,Neutral,0,1,0,0,0,0,0
টাকাই সবই পারে এটায় বুঝাইলেন,Negative,0,0,0,0,0,0,0
আমরা ৭৫ মানে একটা জিনিস এ ভাবতে পারি️,Positive,0,0,0,0,0,0,0
শুভকামনা বিজনেসম্যান,Positive,0,0,0,0,0,0,0
টাকার লোভে,Negative,0,2,0,0,0,0,0
ভাই এতো পেচ বুঝি না আপনি বলে দেন,Neutral,0,0,0,0,0,0,0
এটা একট্য অ্যাডের জন্য পড়েছেন জার্সিটা,Neutral,0,0,0,0,0,0,0
তুই তো ভাই নিশ্চিয় কোন বিজ্ঞাপনে,Neutral,0,0,0,0,0,0,0
"আপনারটা আপনেই ভালো জানে
কখন কোথায় যান",Positive,0,0,0,0,0,0,0
ভাইয়া আপনি আমার একজন প্রিয় খেলোয়াড়,Positive,46,57,0,48,8,0,1
ভাই সব কিছুর জন্য শুভ কামনা রইলো ️ সামনে এশিয়া কাপ এবং বিশ্বকাপ এটা মাথায় রেখে কাজ করবেন,Positive,27,10,0,18,3,0,0
অবশ্যই আসতেছি বস,Positive,2,0,0,2,0,0,0
আজকে সন্ধ্যায় দেখা হচ্ছে সাকিবের সঙ্গে,Neutral,26,0,0,5,1,0,1
বিমান ভাড়া নেই যাবো কেমনে?,Neutral,10,15,0,1,2,0,0
তাহলে দেখা হচ্ছে বস,Neutral,3,2,0,1,0,0,0
ইনশাআল্লাহ দেখা হচ্ছে ️️,Neutral,4,0,0,0,0,0,0
সৌদি একটা প্রোগ্রাম করো দেখি সময় দেওয়ার চেষ্টা করব,Neutral,5,0,0,0,0,0,0
